"pagina","texto","error"
111,"112 RONDAYES MALLORQUINES

Y volada d'un vent p volada de s'altre, per
devant aquella finestra, y si es falcó se mirava
arreu sa fadrineta, sa fadrineta se mirava més
arreu es falcó, perque no se'n poria avenir que
aquell jove qu'havia vist bax de sa torre, cop en
sech hagués descomparegut, p cop en sech se fos
presentat aquell falcó, que com que l'hagués pre-
sa a ella per colom, tantes fues pegava devers sa
finestra, no decantant map la vista de sa seua cara.

- Ella tenia un gigantot devora que la guardava,
V li diu:

—jJjesús, quin falcó, gigantl sque no'l vepsP
éque no'l veps2... Mirau, mirau..l Però gque deu
tenir aquí dins, aquest animalP çque deu cercar 2...
ijO que m'agradarial jque m'agradaria que'l m'
agatússeul... jProvauho, provauho per un gustl...
éQue no hu veps que amb sa mú p tot li arribgríeu
com passa2... jAgafaulo'm per amor de Deul

— é Que no veus (depa's gigant) que Si'Í t'agaf,
te fogirà, P llavò ploraràsè

—jVos dich que no plorarél jiDech esser cap
nina jol (deya ella).

Es gigant, per no sentirla pus, com veu que's
falcó torna passar, li pega grapada, l'agafa. Ella
ja tengué una gúbia, le hi tanca, p tota gojosa el
se'n du dips sa seua cambra per contemplario més
a pler.

Des cap d'una estona que'l se mirava, cop en
sech li descompareix de dins sa gúbia.
",NA
112,"TE BT EE el
I 3
ES FIV DES PESCADOR 113 Dir
Fonch qu'en Juanet digué: Hi
e —IVal Deu p formigal 4
Y tornú una formiga, p Sortí de sa gúbia. ds
Llavó diu: d
—jVal Deu p homol Dn
Y torna homo, axí com era, un fadrinet acabat, i
Com ella el se veu devant, quedà freda, sense
polsos, anava a pegar crit. i
—j No crides, per amor de Deul(diu En Juanet):
iNo tengues ansi de rest, — iNo hisom per ferte P
mall... iprimer cauré mort que no't tocarél
Ella comensà aquí a perdre sa temor P a co- i
brar coratge. Se mira be'n Juanet, V romp dient: :
—JqAh Juanet, Juanetl jeu étsP No'm pensava 47
jo veure't pus, P manco aquí dins. 4Y com éts y
entrat2
—No hu vulgues sebre, (diu ell). Lo qu'es cert
que som aquí dins. di
-—iMira (diu ella), que la'm feres bona amb so i.
encendre aquella candelal Aquell gigant me tenía he:
encantada allú dins, Y tu me redoblares s'encanta- 3
ment, p fores causa que'm dugué aquí dessó, dins
aquest fort, y m'hi tendró per a sempre. Es meu
encantament no s'acabarà map map. i
iO que li va caure d'avall allò a n-En Juanetl I
iO quina pena que li agalú tan grossal... Es seu po
coret com qu'hagués d'esclatar. R
—Però sp no hi haurà cap remep, cap remep Ú
(depa ell tot acongoxat), per jo treure't d'aquí 1
dins2 :Cap remep e-hi hauré2 çcap, cap Des.
",NA
113,"114 RONDAYES MALLORQUINES

—iQu'ha d'haverl (depa ella). 4 Que no hu
veus que no n'hi haP Ses portes totes son de ferro
p de sèt fups, p embarrades amb barres de cent
quintàs, p es gigant que sempre vel'la, p, Sis
temia de res, en faria una coca de tots dos...
èQue mos hem d'amollar capavall pe' sa finestra,
p arribarem abax tots trossos2... No hu somígs,

- fiet, de treure'ml No hi ha speritu fuò, aquí dins
m'he de podrirl

—Pero çe-hu sabs cert ben cert, (diu En Jua-
net) que per cap vent del mon es possible que tu

surtes d'aquí dins2 ç Per que no'n parles a n-es
gigant2 4per que, com qui no n'es, P sense qu'ell
se'n teme, anantli de lluny de lluny, no proves de
ferle-hi amollar Si n'hi ha o Si no n'hi ha de remep
per tu sortir d'aquí dins

A ella li agradú aquesta idea, però de lo que
tenia por, de dexarlo a ell dins sa seua cambra,
perque, si per un cas de casos, es gigant e-hi en-
trava p el vepa, en faria una de pópulo bdrbaro.

—INo hajes ansi d'axòl (diu ell). ijQue d'
aviat no'm veurús Ç no tornaré que tu no tornesl

—iVal Deu p formigal (digué), Ç torna una
formiga, p s'amaga dins un foradí de sa paret.

Figurauvos quins ups devia badar sa fadrine-
ta, com vepa aquelles coses.

Ja hu crech que se revestí de coratge, p ja es
partida a veure si faria sa garangola a n-es gi-
gant, si li faria amollar es remeg que hi pogués
haver per ella Sortir map d'allà dins.
",NA
114,"ES FIV DES PESCADOR 115 -
Li mou conversa, P d'enfora d'entora le hi va
dur a parlarne.
Com li demanú a les clares si hi havia remep
per ella sortir d'allà dins, es gigant feu una ria- 3
yassa, que la degueren sentir d'una hora llunp. : ,
—eTu sortir d'aquí dins2 (depa ell, fent capa-
des p estabetxos). jAra li fan es múnechl jja hu :
pots posar en es conte vey, jal jPrimer se be-
saré'l cel amb la terra, que tu no sortiràúsl Figu-
re't quin possible es que tu surtes, que, per. tu z)
sortir, primer m'han de haver mort a mí, P, per
matarme a mi, abans han de matar un porch sin-
glar com un bou, que té s'amagatap dins un ba-
rranch molt fondo, p que fa bocins tots es qui s'
hi acosten, p negú map l'ha pogut arronsar. Y Si
arribaven a arronsario qualque dia, de dins es seu
ventre sortiria una llebre, sa més corredora que i
se sia vista map, P Si no agalaven aquesta llebre,
no serviria de res haver mort es porch singlar.
Quant agafassen aquesta llebre, de dins ella sor-
tíria un colom just un llamp, Y, si agalaven
aquell colom, ç li obrien es ventre, li trobarien
un ou. Sols esclafantme aquell ou demunt es front
seria possible que'm matassen. De manera que no
hi ha res en el mon que'm puga matar, en no esser
aquell ou. Ara diguès tu metexa quin possible es
que negú map alín axò2 Y en cas de que hu afi-
nassen, Si qualcú may e-hu arribava a sebre, 4qui I
seria capaç d'atènper aquell ou2 £Quin possible
",NA
115,"116 RONDAYES MALLORQUINES
es que hi haja ningú que amb una metexa seguida
l puga matar es porch singlar, agafar sa llebre p es
colomP ,

Com sa fadrineta sentí allò, l'ànima li va cau-
re en es peus.

Se'n torna tota mostia dins sa seua cambra
amb una tristor que la matava, p es seu cor era
lo metex que si le hi haguessen enclòs dues mo-
les de molí, p le hi estlorassen just un gra de blat.

Com va esser entrada, tanca de part de dins,
p Se va haver d'asseure perque no s'aguantava.

—iVal Deu p homol (diu En Juanet, com la
veu), p torna homo. :

—jAh Juanetl (diu ella), no e-hi ha res que
ferl Ja t'ho depa... No m'ha enganada de res.

—Ç AÇ no hi ha res que fer2 (respòn ell). iPri-

mé hu hem de veurel Esplique't, vepaml

Ella li contà fil per randa tot lo que's gigant li
havia dit.

Com hagué acabat, En Juanet s'esclama:

—No res, e-hu veurem si hi haurà negú que
hi puga arribar a n-aquest ou. Tu no tengues ansi:
d'aquí a unes quantes setmanes, P per ventura
abans, ja'n tornarem parlar més d'aprop.

—iVal Deu p faleól (diu tot d'una, P torna un
falcó).

E-hi havia una mica de finestró ubert, e-hi
surt com un coet, p de d'allél

Vola qui vola pe's'endret d'aquelles munta-
",NA
116,"ES FIY DES PESCADOR 117
npes p comellars, mirant fit a fit Si destriaria cap
barranch molt fondo, en trobí un parep:, però no VO l
hi afinava cap porch singlar. Veu unes cases de // A
possessió, p diu: dan
— Allà per ventura me sabràn donar elarie (is
cis... )Val Deu p homol / Ei
Encara no hu va haver acabat de dir, com ja i
hu va esser. I
Se'n va a n-aquelles cases, troba l'amo demunt I I
es portal p ja l'ha escomès. Ri
—jAlabat sia Deul l j
—Per a sempre sia alabat. era
—Bon dia p bon any que Deu mos do. V l
—Bo ser, si Deu ho vol. j
—L'amo, si no vos dich per que vench, no hu
sabret. ,
—Sií qu'endevines.
—lIdò venia a veure si hauríeu mester cap l
gordió. l
—jBon caspi, que seràs capgut de bél st'agra-
den es porchs2 l
—Tot m'agrada a mi, fora garrotades. l
—ldò, si vols esser porquer, mos porem pegar
de barrina.
—M'agradaria més anar a prova, set o vupt
dies, p llavò, si jo vos agrat p vos m'agradau, ja i
parlarem de barrina. Y si la fepm, bé, P, si no la
fepm, tan amichs com abans.
—Homo, tu parles com un llibre (diu l'amo).
T. M.—S.
",NA
117,"118 RONDAYES MALLORQUINES —
No res, pren es porchs, y ja los pots anar a treu-
re de dins sa pleta, qu'encara no havia llegut treu-
relos. Jo't mostraré sa pleta, p llavò ses par-
tions des lloch, p per allà on los pots menar, Y
per allú on no los pots menar.

En Juanet pren pa a taleca p unes corretjades,
se'n va amb l'amo a sa pleta, treuen es porchs, los
dexen dins un mitjà, p l'amo li mostra ses par-
tions. Caminant caminant, s'acosten a dues mun-
tanpes, que parexia que per temps era estada una
tota sola, y l'havien xapada p'es mitx, de dalt a
bax: fepa un frèu esglapador, un barranch que
semblava qu'havia d'arribar fins infern, de fondo
qu'era.

—Mira (diu l'amo a n-En Juanet), aquestes
dues muntanyes son dins es lloch p es barranch
també, però no hi pots anar amb sos porchs ni
sense's porchs. Aposta e-hi hem feta aquesta gran
paret, per que no hi pas negú.

— Y era ver que n'hi havia una de paret, que de-
via tenir Vint pams d'alt.

—eY qu'es matzinat es menjar d'aquest bar-
ranch, que no voleu que's porchs e-hi vapen2
Que, hi ha llop volant2

—jUna cosa cent voltes pitjori (respòn l'amo).
E-hi surt un porch singlar com un bou, que no i
dexa res per vert: Si son porchs, perque son
porchs, si son auvepes, perque son auveyes, P, Si
pot aplegar cap homo, no'l morretja jens: aviat
",NA
118,"a amena a rq TE UT i rata:
ES FIV DES PESCADOR 119 I
j
l'ha fet benes. Aquest dimoni m'ha cupdat a des-
truir: Equi sap ses auvepes p es porchs que m'ha
llevats des vent, P es porquers p pastors que m'ha 4
mortsP Com per dins es barranch tot es auzinar, p
e-hi ha xorrèstich pe' sa mare P pe' Sa fia, P es l
bestiar e-hi tenia sa tirada, sense temers'en, se fe-
pen massa endins, s'entregava aquell'dimoni, cop l I
en sech, no donava temps de fogir, p me feya una I
destrossa horrorosa. A la fi, tiràúrem aquesta pa- I
ret, p es mal va esser mort .. No res, jque't valga l I
per avísl. . jenfora sempre d'aquest barrancht... 4:
. JCom més enfora, millori 1
—iBél jbél ino tengueu ansi, l'amot (depa En 4
Juanet), p cupdava esclatar de gotx, com sentia
aquelles comandacions, però se guardú prou de i
fer res conexedor.
Encara no va haver perdut de vista l'amo, com, 4:
ja se'n va Corrents a n-es porchs, los aplega, p I
Cap a n-es barranch s'ha ditl Troba un portell amb i
unes barreres tancades p fermades amb una cade- Mi
na de ferro, les obri, es porchs s'hi aboquen. Ses I I
auzines se tocaven, p totes tenien una solada de I
aglans, que no vepen sa terra. Figurauvos aquells :
porehs que degueren fer: s'abordaren a n-ets TúlEl
aglans com a rabiosos, Ç no se donaven raó a ses I
barres: no los llevia roegarlos. Al punt estigueren /
com unes xeremies. /
Y En Juanet, sona qui Sona's fabiol, esperant /
es porch singlar que comparegués. l
ble
",NA
119,"i a ES ES ES a ET Al Le US Ta
120 RONDAYES MALLORQUINES

Assetsuaxí sent trepitx p brúfols p croxits de
claus, p me veu es porch singlar, que se'n venia
carrera uberta Cap a n'es porchs, p com que ja'ls-e
se menjús amb sa vista. ç

En Juanet li Surt al encuantre, p li diu:

—jEp, estimat de ses colflorisl €p ara aont
tiram2

—A tastar aquets, —respòn s'animalot sig-
nant es porchs, que ja l'havien vist, Ç e-hu dona-
ven a ses cames.

—jAp, a tastar aquetsi (diu en Juanet). jSabs
que't serús atropellat en so rallari :

—3Ni jensi

—ildò jo't dich que no'n tocaràs capi

—Tots es que voldré Y tu es primer, — diu es
porch singlar, p li pega fua.

Però En Juanet ja havia dit: iVal Deu Ç lleól
-—Pp antes que li arribés, ja va esser un lleó, p ja
estàn embolicats tots dos, p es lleó clavades p te-
napades a n-es porch singlar, pes porch singlar
clavades p tenapades a n-es lleó, p esclafits d'un
vent p esclatits d'un altre vent, Y si un espolsava
fort, s'altre hi espolsava més, p venga sabonera
p sanchl

Des cap d'una bona estona de ferho de tot,
cansats p morts, no pogueren pus p se desterra-
ren.

Es porch singlar, blau com la paumella, de ra-
bia, digué:
",NA
120,"ES FIY DES PESCADOR 121 i
—Si jo tengués aygo y fanch, I
de tu beuria la sanch.
Y es lleó respòn: y
Ú —Y si jo tengués un pa de l'hora, dl,
un'uyada de donzella y ví,
de tu veuria la fí. À 4
Just en es metex temps que dins es barranch :
succeia axò, sa fadrineta des castell va reparar
que's gigant tenia sa color tota rompuda, qu'esta-
va tramudat
-— i Que teniu2 (li digué): sque no estau llatí2
—No gapre: no sé que m'ha agafat. Tench
calfrets, p me'n hauré d'anar a jeure.
Se'n hi anú. Era una terciana que li entrava, p
fins lo'ndemú dematí no l'hagué escorxada de tot. i:
Es porch singlar, com prou hagué brufat V al-
sada pols, dexà anar d'envestir de bell nou es lleó,
y S'en hagué de tornar per allà ont era vengut,
sense tastar cap porch, p En Juanet li va estrènyer
amb sa guarda, ben redona, cap a ses cases.
—jAlotl (diu l'amo, com la veu), sp qu'has
fet amb aquets porchs2... 4 Que'ls has intlats2,,, l
Jo no los havia vists tan redons mapl
—jEll, segons vetx, devíeu tenir uns porquers
de panfontetal (respòn En Juanet).
— Però, 4sper on ets has menatsP I
—Per allà on he vist que hi havia més menjar.
",NA
121,"122 RONDAYES MALLORQUINES

—3Es segur que n'hi'via d'haver per forsal...
Però çaón es qu'ets has menats2... çSupòs que no
es dins es barranch fondo

— iQuiha d'esser, l'amol (diu s'estornell).
iNo hu cal pensarl... jses derreresl

L'amo no se'n poria avenir, ni sa madona, ni
sa seua fia, una pobila d'una quinzena d'anps.

Tots depen:

— Per forsa ets ha d'haver menats dins es ba-
rranch. En lloch ets-e poria enredonir d'aquesta
manera, en no esser allà dins.

No s'ho porien treure des cap, Ç Sa pobila
arribà a dir:

—No res, si hu voleu, mun pare, jo demà el
vel/laré.

AXÍí quedaren, p com En Juanet lo'ndemà se'n
anà amb sos porchs Ç amb sa comanda de no
acostarse a n-es barranch, sa pobila li pitja derre-
ra, seguintlo de lluny, de lluny.

Ja hu crech que l'homo li envelà cap dret a
n-es barranch, p no tengué aturap fins que va veu-
re's porehs abordats a ses solades d'aglans, engo-
lintlos-se a forfollons, posantse'n un ventre esclat
no esclat, V ell sona qui sona's fabiol, es més des-
cansat del mon. I

Sa fia de l'amo s'entilà pe'sa paret, fins que
ets ups li contrapassaren, P pogué guaptar la feta,

No hauria tengut temps de dir sèt pare-nos-
tros, com sentí un trapitx sech Y vitench, Ç uns
",NA
122,"ES FIY DES PESCADOR 123 l
brúfols ferests, Y uns croxits de dents que lí feren
arrissar es cabeps, P me veu es porch singlar que
s'entrega, més envidat p enfurit que map. :
En Juanet l'atina, y ja li surt al encuantre, Q i
Pescomet:
—IEp, estimat de ses colflorisi :que ja hi tor-
nam esser a bous2... 4 No t'ho vatx dir ben clar 4
eir, que no volia que me'n tocasses cap de porch, i
p que no me'n tocariesP l
—Jo no veneh p'es porchs (diu s'animalot): l
jo vench per tu. 1
Y encara no hu va haver dit, com li pega bot: l
però en es metex temps En Juanet diu:—jVal Deu l
y lleól— p ja fonch un lleó, p el va rebre amb ses /
barres p ses ungles. Ja tornaren estar embotonats, es
p es porch singlar clavades p tenapades a n-es :
lleó, p es lleó clavades p tenapades a n-es porch el
singlar, p esclafits d'un vent p esclafits d'un altre /
vent, Ç si un espolsava fort, s'altre hi espolsava /
més. Cap des dos se'n arribava a dur sa ventatge,
p venga sanch P sabonera, p Sanch p saboneral i
Ala li, cansats p morts, se desterren, p es N
porch singlar, fent sa fel, digué: l
—Si jo tengués aygo y fanch, l
de tu beuria la sanch.
Es lleó respòn:
—Y si jo tengués un pa de l'hora.
un'uyada de donzella y vi,
— de tu veuria la fi.
",NA
123,"124 RONDAYES MALLORQUINES

Sa fia de l'amo, tota esglapada, pega bot de sa
paret, V cap a ses cases a contarho a son pare.

Jusi es metex temps que axò succeia dins es
barranch, sa fadrineta des castell reparà de bell
nou que's gigant tornava tenir cosa. Havia per-
dudes ses colors, p estava tot tramudat.

—ç Però qu'es que teniu2 (li demana). iSi vos
morísseu, no mudaríeu de colorl Que vos torna
entrar una terciana2

—jY ben entradal (diu es gigant), p d'aquelles
de pel arrevexinatl... jap quin fretl jaç quin tretl

AXí com pogué, se'n anú dins es llit. Al punt
desvarietjà a la vela, p fins lo'ndemà dematí no
s'aclarí jens, p se va axicar a la mala hora, tot
esborradot.

Ara anem a sa possessió. Sa pobila e-hi arri-
bé amb sos cabevs alts, p conté fil per randa tot
lo qui'havia vist: que'n Juanet se'n era anat amb
sos porehs dins es barranch, qu'era vengut es
porch singlar, ell era tornat un lleó, p s'eren em-
botonats, Y no s'havien pogut fer res. Figurauvos

quins ups devien badar l'amo p sa madona.

—Mirau, mun pare (digué sa pobila): demú
es segur que'n juanet farà sa metexa endemesa.
Ydò anit posam llevat, demà ben dematí pastam p
enfornam. Com es pa serú treguedor, jo'n prench
",NA
124,"ES FIY DES PESCADOR 125 dall
un P una carabassa de vi: vos haureu entretengut l
En Juanet fins llavò, p l'enviareu a treure's porchs, /
jo li pitx derrera, Se'n anirà a n-es barranch, jo I
m'amach derrera Sa paret, vendré's porch singlar, Ú
s'aterraràn, p quant ell diga: sí fenguès un pa fet 1
de Phora, un"" uvada de ,donzella v ví, de tu veu- i
ría la /í, jo hi acudiré al acte amb so pa Q es Vi l
y a mirarlo'm, p estich segura, ben segura, que a /
n-es porch singlar el se menja frit.
—e Y tu't dones amb cor d'anarhi2 (diu son 4
pare). l
—iVaja si m'hi donl... jp de pressal (diu ella).
—lIdò axí quedam (diu son pare). 4,
Entradeta de fosca, s'entrega En Juanet amb .
sa guarda ben redona, li feren moltes d'esclama-
cions, p li varen dir: l
—ç No deus esser anat a n-es barranch2 l
— jiQue'he d'esser anatl (respòn ell). Í
Lo'ndemà, abans que trencús auba, ja hague- I
ren pastat, a sortida de Sol enfornaren, l'amo en- i
tretengué'n Juanet pe'ses cases, fins que's pa I
fonch cupt. Llavó l'envia a treure's porchs, sa
pobila pren un pa de dins es forn Y una carabassa l
de vi, p ja li ha envelat derrera'n Juanet, que no
s'atura fins que tengué es porehs dins es barranch, I
Y altra volta abordats a ses solades d'aglans, cup-
dant a fer up de tan aviat que se'n atepien, p ell
sona qui sona's fabiol, es més descansat del mon. /
Sa fia de l'amo, entilada pe' sa paret, guaptava
",NA
